Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,-3.12,0.00,15.16,7,180,0.58,1917,64.4,39.9,0.00,0.00,14.65,16,34.14,34.00,77,8.85,-5.80,18.02,2.06,0.00,-2.01,0.98,0.00,0.00,99.90
96,-0.78,0.00,15.27,7,180,0.61,1875,64.4,39.9,0.00,0.00,14.17,16,33.79,33.50,77,9.14,-5.55,18.49,2.08,0.00,-2.01,1.00,0.00,0.00,99.90
191,1.56,0.00,15.96,7,180,0.64,1863,64.4,39.3,0.00,0.00,14.64,16,33.44,33.00,77,9.43,-5.12,19.20,2.10,0.00,-2.01,1.00,0.00,0.00,99.90
287,2.34,0.00,15.85,7,180,0.67,1839,64.4,38.5,0.00,0.00,14.63,16,33.09,33.00,77,10.01,-4.76,20.25,2.12,0.00,-2.01,1.02,0.00,0.00,99.90
383,1.56,0.00,15.39,7,180,0.69,1828,64.4,37.8,0.00,0.00,14.63,16,32.73,33.00,77,10.16,-4.47,20.54,2.12,0.00,-2.01,1.04,0.00,0.00,99.90
479,4.69,0.00,15.50,7,180,0.73,1850,64.4,37.8,0.00,0.00,14.03,16,32.38,32.50,77,10.59,-4.14,21.19,2.16,0.00,-2.01,1.06,0.00,0.00,99.90
575,4.69,0.00,15.62,7,180,0.75,1759,64.4,37.3,0.00,0.00,14.62,16,32.38,32.00,77,10.88,-3.69,21.86,2.18,0.00,-2.01,1.06,0.00,0.00,99.90
671,5.47,0.00,15.50,7,180,0.76,1770,64.4,36.2,0.00,0.00,14.63,16,32.38,32.00,77,11.46,-3.31,22.22,2.18,0.00,-2.01,1.08,0.00,0.00,99.90
767,4.69,0.00,15.16,7,180,0.75,1794,64.4,35.7,0.00,0.00,14.63,16,32.73,32.00,77,11.46,-3.17,22.61,2.18,0.00,-2.01,1.08,0.00,0.00,99.90
862,7.03,0.00,15.27,7,180,0.77,1796,64.4,35.7,0.00,0.00,14.64,16,32.38,32.00,77,11.75,-3.06,22.70,2.18,0.00,-2.01,1.08,0.00,0.00,99.90
959,8.59,0.00,15.39,7,180,0.77,1789,64.4,35.4,0.00,0.00,14.64,16,32.38,32.00,77,11.75,-2.96,22.70,2.18,0.00,-2.01,1.08,0.00,0.00,99.90
1054,7.81,0.00,15.27,7,180,0.76,1796,64.4,35.3,0.00,0.00,14.65,16,32.38,32.00,77,11.75,-2.88,23.11,2.18,0.00,-2.01,1.10,0.00,0.00,99.90
1150,8.59,0.00,15.16,7,180,0.77,1805,64.4,35.3,0.00,0.00,14.65,16,32.38,32.00,77,11.90,-2.80,23.52,2.18,0.00,-2.01,1.10,0.00,0.00,99.90
1247,7.81,0.00,14.93,7,180,0.79,1810,64.4,35.0,0.00,0.00,14.21,16,32.03,32.00,77,12.04,-2.69,23.41,2.20,0.00,-2.01,1.10,0.00,0.00,99.90
1342,8.59,0.00,14.81,7,180,0.81,1792,64.4,34.7,0.00,0.00,14.65,16,31.68,32.00,77,12.19,-2.57,24.05,2.20,0.00,-2.01,1.10,0.00,0.00,99.90
1438,7.81,0.00,14.81,7,180,0.83,1770,64.4,34.4,0.00,0.00,14.32,16,31.33,31.50,77,12.19,-2.40,24.16,2.20,0.00,-2.01,1.12,0.00,0.00,99.90
1534,8.59,0.00,14.81,7,180,0.85,1728,64.4,34.4,0.00,0.00,14.87,16,30.62,30.50,77,12.48,-2.20,24.05,2.20,0.00,-2.01,1.12,0.00,0.00,99.90
1630,7.81,0.00,14.59,7,180,0.86,1688,64.4,33.8,0.00,0.00,14.64,16,29.92,30.50,77,12.62,-1.97,23.74,2.18,0.00,-2.01,1.12,0.00,0.00,99.90
1726,7.03,0.00,14.70,7,180,0.85,1658,64.4,33.4,0.00,0.00,14.65,16,29.22,29.50,77,13.06,-1.70,23.21,2.18,0.00,-2.01,1.14,0.00,0.00,99.90
1821,6.25,0.00,14.36,7,180,0.85,1570,64.4,33.5,0.00,0.00,14.90,16,29.92,29.50,77,13.20,-1.41,22.70,2.16,0.00,-2.01,1.14,0.00,0.00,99.90
1918,7.03,0.00,14.47,7,180,0.83,1604,64.4,33.5,0.00,0.00,14.66,16,30.98,29.50,77,13.20,-1.41,22.61,2.20,0.00,-2.01,1.14,0.00,0.00,99.90
2013,7.81,0.00,14.70,7,180,0.83,1769,64.4,33.5,0.00,0.00,14.67,16,31.68,31.00,77,13.06,-1.66,24.16,2.24,0.00,-2.01,1.16,0.00,0.00,99.90
2110,8.59,0.00,14.81,7,180,0.85,1817,64.4,33.5,0.00,0.00,14.67,16,31.68,31.50,75,12.91,-1.76,25.34,2.26,0.00,-1.70,1.16,0.00,0.00,99.90
2205,8.59,0.00,14.93,7,180,0.84,1870,64.5,33.5,0.00,0.00,14.67,16,32.38,32.00,75,12.91,-1.76,26.40,2.28,0.00,-1.70,1.16,0.00,0.00,99.90
2301,9.38,0.00,14.93,7,180,0.82,1960,64.4,33.5,0.00,0.00,14.68,16,33.44,32.50,75,12.91,-1.80,26.86,2.28,0.00,-1.70,1.18,0.00,0.00,99.90
2397,10.16,0.00,15.16,7,180,0.83,2098,64.4,33.5,0.00,0.00,14.68,16,34.49,34.00,75,12.77,-1.93,28.86,2.32,0.00,-1.70,1.20,0.00,0.00,99.90
2493,10.16,0.00,15.04,7,180,0.85,2133,64.4,33.4,0.00,0.00,14.67,16,34.14,34.00,75,12.77,-1.93,29.80,2.34,0.00,-1.70,1.22,0.00,0.00,99.90
2589,10.16,0.00,14.59,7,180,0.86,2214,64.4,33.4,0.00,0.00,14.34,16,34.84,34.00,75,12.91,-1.86,31.95,2.38,0.00,-1.70,1.22,0.00,0.00,99.90
2709,8.59,0.00,14.36,7,180,0.89,2300,64.4,33.4,0.00,0.00,14.33,16,35.20,34.50,75,12.77,-1.86,33.94,2.40,0.00,-1.70,1.22,0.00,0.00,99.90
2781,8.59,0.00,14.13,7,180,0.91,2420,64.4,33.4,0.00,0.00,14.42,16,35.55,35.50,75,12.77,-1.90,36.46,2.44,0.00,-1.70,1.24,0.00,0.00,99.90
2877,6.25,0.00,13.90,7,180,0.92,2448,64.4,33.4,0.00,0.00,14.37,16,35.90,35.50,75,12.77,-1.90,37.54,2.46,0.00,-1.70,1.24,0.00,0.00,99.90
2973,4.69,0.00,13.90,7,180,0.93,2492,64.4,33.4,0.00,0.00,14.67,16,36.25,35.50,75,12.91,-1.86,39.45,2.50,0.00,-1.70,1.24,0.00,0.00,99.90
3069,4.69,0.00,14.13,7,180,0.92,2630,64.4,33.4,0.00,0.00,14.68,16,36.95,36.00,75,12.77,-1.93,40.12,2.50,0.00,-1.70,1.24,0.00,0.00,99.90
3165,4.69,0.00,14.24,7,180,0.93,2751,64.4,33.4,0.00,0.00,14.68,16,37.30,36.50,75,12.77,-1.97,42.16,2.54,0.00,-1.70,1.24,0.00,0.00,99.90
3261,3.12,0.00,14.13,7,180,0.93,2794,64.4,33.5,0.00,0.00,14.68,16,37.66,37.00,75,12.77,-1.95,42.95,2.56,0.00,-1.70,1.26,0.00,0.00,99.90
3358,3.91,0.00,14.36,7,180,0.92,2845,64.4,33.5,0.00,0.00,14.69,16,38.01,37.00,75,12.77,-1.99,43.81,2.56,0.00,-1.70,1.26,0.00,0.00,99.90
3453,1.56,0.00,14.01,7,180,0.91,2964,64.4,33.5,0.00,0.00,14.69,16,38.71,38.00,75,12.62,-2.03,46.06,2.58,0.00,-1.70,1.26,0.00,0.00,99.90
3549,0.78,0.00,14.13,7,180,0.92,3018,64.4,33.6,0.00,0.00,14.69,16,38.71,38.00,75,12.62,-2.05,46.41,2.60,0.00,-1.70,1.26,0.00,0.00,99.90
3645,0.00,0.00,14.13,7,180,0.90,3099,64.4,33.5,0.00,0.00,14.69,16,39.77,38.50,75,12.77,-1.95,47.61,2.60,0.00,-2.01,1.26,0.00,0.00,99.90
3741,-2.34,0.00,13.90,7,180,0.89,3187,64.4,33.5,0.00,0.00,14.69,16,40.47,39.00,75,12.62,-2.01,47.78,2.60,0.00,-2.01,1.26,0.00,0.00,99.90
3838,-2.34,0.00,14.24,7,180,0.89,3305,64.4,33.6,0.00,0.00,14.70,16,40.47,40.00,75,12.62,-2.09,48.82,2.62,0.00,-2.01,1.26,0.00,0.00,99.90
3933,-3.12,0.00,14.24,7,180,0.88,3321,64.4,33.7,0.00,0.00,14.70,16,41.17,40.50,75,12.62,-2.09,49.16,2.64,0.00,-2.01,1.26,0.00,0.00,99.90
4030,-3.12,0.00,14.47,7,180,0.90,3453,64.4,33.7,0.00,0.00,14.70,16,41.52,41.00,75,12.48,-2.17,50.71,2.66,0.00,-2.01,1.26,0.00,0.00,99.90
4125,-3.91,0.00,14.47,7,180,0.88,3488,64.4,33.9,0.00,0.00,14.70,16,41.88,41.50,75,12.48,-2.36,50.89,2.66,0.00,-2.01,1.26,0.00,0.00,99.90
4222,-3.91,0.00,14.47,7,180,0.88,3586,64.4,34.3,0.00,0.00,14.66,16,41.88,41.50,75,12.19,-2.46,52.42,2.68,0.00,-2.01,1.26,0.00,0.00,99.90
4317,0.00,0.00,14.81,7,180,0.85,3634,64.4,34.7,0.00,0.00,14.62,16,41.88,41.50,75,12.19,-2.61,53.28,2.70,0.78,-2.01,1.26,0.00,0.00,99.90
4414,0.00,0.00,14.81,7,180,0.88,3682,64.4,34.7,0.00,0.00,14.56,16,42.23,41.50,75,11.90,-2.75,54.99,2.72,0.78,-1.70,1.26,0.00,0.00,99.90
4510,0.00,0.00,14.47,7,180,0.89,3797,64.4,35.0,0.00,0.00,14.49,16,42.23,42.00,75,11.90,-2.78,56.35,2.74,2.75,-1.70,1.26,0.00,0.00,14.50
4606,0.00,0.00,14.36,7,180,0.88,3842,64.4,35.2,0.00,0.00,14.45,16,42.58,42.00,75,11.75,-2.88,57.38,2.74,4.31,-1.39,1.22,0.00,0.00,14.60
4702,0.00,0.00,14.01,7,180,0.83,3941,64.4,36.2,0.00,0.00,15.42,16,43.28,42.50,73,11.61,-3.23,56.18,2.46,3.14,-2.32,0.78,0.00,0.00,14.40
4798,0.00,0.00,12.75,7,180,0.39,4000,64.4,36.2,0.00,0.00,16.11,16,44.69,43.50,73,6.38,-8.01,41.06,1.76,3.14,-3.56,0.64,0.00,0.00,13.10
4894,0.00,0.00,11.48,7,180,0.21,3750,64.4,42.5,0.00,0.00,15.17,16,35.90,40.00,73,5.08,-10.04,9.27,1.58,0.00,-3.56,0.64,0.00,0.00,11.90
4990,0.00,0.00,11.48,7,180,0.12,3718,64.4,43.1,0.00,0.00,14.70,16,26.41,34.00,73,3.63,-10.98,7.81,1.56,0.00,-3.56,0.64,0.00,0.00,11.30
5086,0.00,0.00,11.94,7,180,0.12,3521,64.4,43.1,0.00,0.00,14.70,16,20.08,21.00,73,3.63,-11.16,7.16,1.54,0.00,-3.25,0.64,0.00,0.00,11.30
5182,0.00,0.00,12.52,7,180,0.13,3374,64.4,43.1,0.00,0.00,14.70,16,20.08,20.00,73,3.63,-11.04,6.98,1.54,0.00,-3.25,0.64,0.00,0.00,11.70
5279,0.00,0.00,15.16,7,180,0.14,3113,64.4,43.1,0.00,0.00,14.70,16,20.08,20.00,73,3.77,-10.93,7.01,1.54,0.00,-2.63,0.64,0.00,0.00,12.40
5375,0.00,0.00,17.69,7,180,0.16,2963,64.4,43.1,0.00,0.00,14.70,16,20.08,20.00,73,3.77,-10.89,7.13,1.56,0.00,-2.32,0.64,0.00,0.00,13.30
5476,0.00,0.00,22.51,7,180,0.18,2729,64.5,43.1,0.00,0.00,14.70,16,20.08,20.00,73,3.77,-10.89,7.73,1.58,0.00,-2.01,0.64,0.00,0.00,16.20
5567,0.00,0.00,23.77,7,180,0.18,2608,64.4,43.1,0.00,0.00,14.70,16,15.51,20.00,73,3.92,-10.87,7.94,1.56,0.00,-2.01,0.64,0.00,0.00,23.10
5664,0.00,0.00,24.00,7,180,0.19,2392,64.4,43.1,0.00,0.00,14.70,16,15.51,15.50,73,3.77,-10.87,7.32,1.56,0.00,-2.01,0.68,0.00,0.00,32.00
5759,0.00,0.00,24.23,7,180,0.21,2274,64.4,43.1,0.00,0.00,13.55,16,15.51,15.00,73,3.92,-10.75,7.23,1.60,0.00,-2.01,0.78,0.00,0.00,44.80
5855,0.00,0.00,24.23,7,180,0.27,2182,64.4,43.1,0.00,0.00,13.61,16,20.78,15.00,73,4.50,-10.19,9.31,1.80,0.00,-2.01,0.82,0.00,0.00,70.20
5952,0.00,0.00,24.23,7,180,0.33,2399,64.4,43.1,0.00,0.00,14.67,16,28.52,22.00,73,4.79,-9.77,11.52,1.86,0.00,-2.01,0.84,0.00,0.00,96.00
6048,0.00,0.00,24.00,7,180,0.40,2395,64.4,42.9,0.00,0.00,13.36,16,36.25,28.50,73,5.51,-9.17,14.66,2.00,0.00,-2.01,0.90,0.00,0.00,61.60
6143,0.00,0.00,15.96,7,178,0.45,2298,64.4,42.0,0.00,0.00,14.65,16,38.71,38.00,73,6.24,-8.28,16.71,2.04,0.00,-2.01,0.94,0.00,0.00,18.60
6239,-2.34,0.00,14.81,8,178,0.50,2351,64.4,42.0,0.00,0.00,14.05,16,38.71,38.50,73,7.11,-7.60,17.79,2.08,0.00,-2.01,0.94,0.00,0.00,15.40
6335,-1.56,0.00,14.59,8,178,0.54,2355,64.4,41.2,0.00,0.00,13.86,16,38.36,38.50,73,7.69,-6.90,20.63,2.20,0.00,-2.01,1.02,0.00,0.00,14.80
6431,0.00,0.00,14.81,8,180,0.65,2366,64.5,40.1,0.00,0.00,14.63,16,38.36,38.00,73,9.00,-5.84,23.11,2.24,0.00,-2.01,1.04,0.00,0.00,14.80
6527,3.12,0.00,15.50,8,178,0.67,2407,64.4,40.1,0.00,0.00,14.63,16,38.36,38.00,73,9.43,-5.16,26.19,2.28,0.00,-2.01,1.08,0.00,0.00,15.60
6623,5.47,0.00,15.62,8,178,0.72,2389,64.4,38.8,0.00,0.00,14.04,16,38.01,38.00,73,9.72,-4.60,26.98,2.34,0.00,-2.01,1.12,0.00,0.00,15.90
6719,7.03,0.00,15.62,8,178,0.77,2426,64.4,37.5,0.00,0.00,14.21,16,38.01,38.00,73,10.88,-3.79,31.41,2.36,0.00,-1.70,1.14,0.00,0.00,16.30
6815,5.47,0.00,15.16,8,178,0.86,2439,64.2,36.1,0.00,0.00,14.36,16,36.60,37.50,73,11.17,-3.33,32.31,2.40,0.00,-1.70,1.18,0.00,0.00,15.90
6911,5.47,0.00,14.81,8,178,0.90,2472,64.1,36.1,0.00,0.00,14.61,16,36.25,36.00,73,11.75,-2.96,36.05,2.42,0.00,-1.70,1.18,0.00,0.00,15.30
7006,4.69,0.00,14.70,8,178,0.87,2468,64.0,34.9,0.00,0.00,14.62,16,36.95,36.00,73,11.90,-2.75,35.88,2.42,0.00,-1.70,1.20,0.00,0.00,14.80
7102,4.69,0.00,14.70,8,178,0.88,2527,64.0,34.5,0.00,0.00,14.63,16,36.60,36.50,73,12.04,-2.65,37.15,2.44,0.00,-1.70,1.20,0.00,0.00,14.70
7199,4.69,0.00,14.59,8,178,0.90,2548,64.0,34.1,0.00,0.00,14.30,16,36.60,36.50,73,12.19,-2.48,37.55,2.46,0.00,-1.70,1.20,0.00,0.00,14.60
7294,3.12,0.00,14.24,8,178,0.90,2568,63.9,34.1,0.00,0.00,14.64,16,36.60,36.50,73,12.33,-2.34,38.49,2.48,0.00,-1.70,1.22,0.00,0.00,14.50
7390,3.12,0.00,14.47,8,178,0.90,2602,63.9,33.7,0.00,0.00,14.64,16,36.95,36.50,73,12.48,-2.26,38.90,2.48,0.00,-1.70,1.22,0.00,0.00,14.40
7486,3.91,0.00,14.59,8,178,0.91,2573,63.9,33.5,0.00,0.00,14.81,16,36.95,36.50,73,12.62,-2.13,39.98,2.50,0.00,-1.70,1.24,0.00,0.00,14.70
7582,1.56,0.00,14.24,8,178,0.92,2668,63.9,33.2,0.00,0.00,14.65,16,36.60,36.50,73,12.62,-2.09,40.79,2.50,0.00,-1.70,1.24,0.00,0.00,14.60
7678,2.34,0.00,14.47,8,178,0.93,2685,63.9,33.2,0.00,0.00,14.66,16,36.95,36.50,73,12.77,-1.99,41.06,2.52,0.00,-1.70,1.24,0.00,0.00,14.60
7775,2.34,0.00,14.59,8,180,0.92,2733,63.9,33.0,0.00,0.00,14.66,16,37.30,36.50,73,12.77,-1.93,42.02,2.54,0.00,-1.70,1.24,0.00,0.00,14.60
7870,3.12,0.00,14.47,8,180,0.93,2743,63.9,32.9,0.00,0.00,14.66,16,36.95,36.50,73,12.77,-1.86,42.29,2.54,0.00,-1.70,1.24,0.00,0.00,14.50
7967,2.34,0.00,14.47,8,180,0.94,2793,63.9,32.9,0.00,0.00,14.66,16,37.30,36.50,73,12.91,-1.84,43.64,2.56,0.00,-1.70,1.24,0.00,0.00,14.80
8062,1.56,0.00,14.59,8,180,0.97,2802,64.2,32.9,0.00,0.00,14.66,16,36.95,36.50,73,12.91,-1.76,43.99,2.56,0.00,-1.70,1.24,0.00,0.00,14.50
8158,1.56,0.00,14.47,8,180,0.96,2857,64.2,33.2,0.00,0.00,14.66,16,36.95,36.50,73,12.91,-1.76,45.36,2.58,0.00,-1.70,1.24,0.00,0.00,14.50
8254,2.34,0.00,14.47,8,180,0.96,2860,64.3,33.3,0.00,0.00,14.67,16,36.95,36.50,73,13.06,-1.68,45.88,2.58,0.00,-1.70,1.26,0.00,0.00,14.70
8350,1.56,0.00,14.47,8,180,0.96,2893,64.4,33.3,0.00,0.00,14.67,16,37.30,36.50,73,13.06,-1.66,45.88,2.58,0.00,-1.70,1.26,0.00,0.00,14.50
8447,0.78,0.00,14.36,8,180,0.95,2916,64.4,33.4,0.00,0.00,14.52,16,37.66,36.50,73,13.06,-1.64,46.57,2.60,0.00,-1.70,1.26,0.00,0.00,14.60
8542,0.00,0.00,14.59,8,180,0.95,2975,64.4,33.4,0.00,0.00,14.68,16,37.66,37.00,73,13.20,-1.57,47.78,2.60,0.00,-1.70,1.26,0.00,0.00,14.30
8638,0.00,0.00,14.36,8,180,0.96,2981,64.4,33.5,0.00,0.00,14.68,16,37.66,37.00,73,13.20,-1.59,48.13,2.62,0.00,-1.70,1.26,0.00,0.00,14.60
8734,-0.78,0.00,14.59,8,180,0.97,2978,64.4,33.5,0.00,0.00,14.69,16,37.66,37.00,73,13.20,-1.55,48.65,2.62,0.00,-1.70,1.26,0.00,0.00,14.30
8830,-1.56,0.00,14.24,8,180,0.95,3041,64.4,33.5,0.00,0.00,14.39,16,38.36,37.50,72,13.20,-1.51,48.82,2.62,0.00,-1.70,1.26,0.00,0.00,14.30
8927,-1.56,0.00,14.36,8,180,0.96,3057,64.4,33.5,0.00,0.00,14.69,16,38.36,38.00,72,13.20,-1.47,48.82,2.62,0.00,-1.70,1.26,0.00,0.00,14.30
9023,-0.78,0.00,14.47,8,180,0.96,3108,64.4,33.5,0.00,0.00,14.69,16,38.36,38.00,72,13.20,-1.49,49.85,2.64,0.00,-1.70,1.26,0.00,0.00,14.60
9119,-2.34,0.00,14.36,8,180,0.96,3140,64.4,33.5,0.00,0.00,14.83,16,38.71,38.00,72,13.20,-1.45,49.68,2.64,0.00,-1.70,1.26,0.00,0.00,14.40
9215,-3.12,0.00,14.36,8,180,0.95,3184,64.4,33.5,0.00,0.00,14.69,16,38.71,38.00,72,13.20,-1.47,50.37,2.64,0.00,-1.70,1.28,0.00,0.00,14.60
9311,-1.56,0.00,14.70,8,180,0.95,3202,64.4,33.5,0.00,0.00,14.84,16,38.71,38.00,72,13.20,-1.45,50.73,2.66,0.00,-1.70,1.28,0.00,0.00,14.60
9407,-3.12,0.00,14.59,8,180,0.94,3224,64.4,33.5,0.00,0.00,14.69,16,39.06,38.50,72,13.20,-1.47,51.06,2.66,0.00,-2.01,1.28,0.00,0.00,14.60
9502,-3.12,0.00,14.36,8,180,0.93,3276,64.4,33.5,0.00,0.00,14.70,16,39.77,38.50,72,13.20,-1.49,51.39,2.64,0.00,-2.01,1.28,0.00,0.00,14.40
9598,-3.12,0.00,14.59,8,180,0.91,3311,64.4,33.5,0.00,0.00,14.84,16,39.41,39.00,72,13.20,-1.51,51.23,2.66,0.00,-2.01,1.28,0.00,0.00,14.40
9694,-3.12,0.00,14.70,8,180,0.94,3312,64.4,33.5,0.00,0.00,14.70,16,39.77,39.00,72,13.20,-1.55,51.56,2.66,0.00,-2.01,1.28,0.00,0.00,14.60
9790,-2.34,0.00,14.70,8,180,0.93,3377,64.4,33.5,0.00,0.00,14.70,16,40.12,39.00,72,13.20,-1.53,52.42,2.68,0.00,-2.01,1.28,0.00,0.00,14.70
9887,-3.12,0.00,14.59,8,180,0.93,3372,64.4,33.5,0.00,0.00,14.70,16,40.12,39.50,72,13.20,-1.55,52.26,2.68,0.00,-2.01,1.28,0.00,0.00,14.60
